,"Density
(P/Km2)",Agricultural Land( %),Land Area(Km2),Armed Forces size,Co2-Emissions,CPI,CPI Change (%),Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Minimum wage,Out of pocket health expenditure,Physicians per thousand,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Deforestation
23,4.574710978503383,33.3,6.62273632394984,10.357774570341576,180.0,103.87,1.0,57.4,1.0253535353535355,20.205807152995828,114.7,7.2,3.5234150143864045,0.9082585601768908,28.4,1.08,62.055,22.1,32.6,5.375,10.836261683668637,15.414999,-61.370976,3.713572066704308
24,5.420534999272286,48.7,10.792838649154332,11.170449240431308,25258.0,135.5,1.8,41.7,1.07,25.211242418942888,105.7,59.9,3.2228678461377385,0.3364722366212129,43.7,1.56,64.3,13.0,48.8,5.84,15.988838083945122,18.735693,-70.162651,10.111355016297821
25,5.749392985908253,76.4,9.954275719368233,10.645448706505872,7169.0,111.23,0.1,12.6,0.83,24.019940870146012,94.8,29.4,2.5494451709255714,0.4054651081081642,27.9,1.57,59.1,18.1,36.4,4.11,15.361945409837636,13.794185,-88.89653,8.50532301884575
26,3.9318256327243257,10.1,10.241815209656801,6.90875477931522,5655.0,124.35,1.2,55.5,1.0253535353535355,23.123592238155833,61.8,1.9,4.152613470346076,0.7178397931503169,72.0,0.4,62.0,6.1,79.4,6.43,13.80020705441513,1.650801,10.267895,9.031333316150057
27,3.4657359027997265,23.1,10.719493753007932,8.699681400989514,16590.0,122.14,2.3,51.3,1.14,24.169658037803856,97.2,69.6,1.131402111491101,1.420695787837223,22.8,4.48,63.6,20.9,47.8,5.11,13.727798935860251,58.595272,25.013607,6.580639137284949
28,4.219507705176107,39.03009708737864,9.762211965178174,10.357774570341576,24952.0,123.78,2.3,29.90388349514563,1.0253535353535355,22.055975952241827,101.9,41.16019417475728,3.045123274290848,1.1320237604348904,11.3,2.0679611650485437,62.055,28.6,37.7,5.375,15.589493371229572,-26.522503,31.465866,7.313886831633462
29,4.7535901911063645,36.3,13.91472311358584,11.835016210489899,14870.0,143.86,15.8,12.5,0.75,25.28873488334452,101.0,8.1,3.6913763343125234,0.1922718876471227,37.8,0.08,79.6,7.5,37.7,2.08,16.984721698381627,9.145,40.489673,10.550355164741893
30,2.9444389791664403,7.5,12.731233033863182,10.12667110305036,45871.0,112.33,1.0,73.1,1.45,26.317089095021114,100.2,88.2,0.8754687373538993,2.222892324084797,19.9,3.81,59.1,20.8,36.6,6.59,15.366660030083647,61.92411,25.748151,0.0
31,2.302585092994046,20.0,12.497502685568431,8.853808274977197,5321.0,122.19,2.1,90.0,0.92,23.53615403095521,139.9,8.3,3.517497837358316,0.9001613499442714,25.9,0.68,52.9,10.2,47.1,20.0,14.483183508050159,-0.803689,11.609444,9.27995971385624
32,4.060443010546419,34.5,11.151969943847991,10.165890277802454,10128.0,133.61,4.9,40.6,0.76,23.599267942530414,98.6,63.9,2.272125885509337,0.048790164169431834,57.3,7.12,68.3,21.7,9.9,14.4,14.602365271138959,42.315407,43.356892,0.0
33,5.484796933490655,47.7,12.785555484456834,12.100717685412471,727973.0,112.85,1.4,32.7,1.39,28.977958562634687,104.0,70.2,1.4109869737102625,2.39698576841553,12.5,4.25,60.8,11.5,48.8,3.04,17.979456366575782,51.165691,10.451526,8.071218539969863
34,5.123963979403259,36.0,11.598093477340107,10.668978650219241,16777.0,142.92,3.7,32.7,0.79,25.063302945292136,101.9,21.8,3.139832617527748,0.9555114450274363,55.8,0.35,62.3,10.6,35.2,2.46,15.960382332463618,15.783471,-90.230759,11.020283511637867
35,3.9889840465642745,59.0,12.412509412477434,9.472781556562168,2996.0,262.95,9.5,25.8,0.9,23.33262080146547,91.5,11.6,4.188138441508461,0.27763173659827955,54.5,0.08,61.5,10.8,69.3,4.3,15.35484912985739,9.945587,-9.696645,11.127277689932466
36,1.6094379124341003,8.6,12.27825376249018,8.006700845440367,2384.0,116.19,2.1,83.9,0.9,22.177322496775723,97.8,11.6,3.261935314328648,0.6830968447064438,40.5,0.8,56.2,15.97659574468085,30.6,11.85,12.249673176340814,4.860416,-58.93018,8.939974177289633
37,4.499809670330265,28.9,11.62706632037779,10.043292972227004,9813.0,150.34,4.4,40.0,0.98,23.945950219084345,91.5,26.2,2.7788192719904172,0.6981347220709844,49.1,0.31,68.8,17.3,39.1,5.39,15.54298640689811,15.199999,-86.241905,11.168475490654066
38,4.68213122712422,58.4,11.44066655148415,10.596659732783579,45537.0,121.64,3.3,22.9,1.18,25.80446619046978,100.8,48.5,1.5260563034950496,1.2864740258376797,29.0,3.41,56.5,23.0,37.9,3.4,15.761361133816568,47.162494,19.503304,7.273092595999522
39,1.3862943611198906,18.7,11.542493975902508,0.0,2065.0,129.0,3.0,0.5,1.69,23.90912395694848,100.4,71.8,0.9162907318741551,2.274391358623264,17.0,4.08,75.0,23.3,31.9,2.84,12.734082766396215,64.963051,-19.020835,0.0
40,6.142037405587356,60.4,15.005566165819099,14.924403485964003,2407672.0,180.44,7.7,23.8,0.97,28.590754405645924,113.0,28.1,3.4307561839036995,0.26236426446749106,65.1,0.86,49.3,11.2,49.7,5.36,19.97043559029229,20.593684,78.96288,13.28448392755959
41,5.0238805208462765,31.5,14.459766819279166,13.423949834313948,563325.0,151.18,3.0,49.9,0.63,27.74362702291029,106.4,36.3,3.095577608523707,0.3920420877760237,48.3,0.43,67.5,10.2,30.1,4.69,18.83616037227266,-0.789275,113.921327,11.596816144310951
42,3.970291913552122,28.2,14.315191914418534,13.241036683319184,661710.0,550.93,39.9,6.6,0.4,26.82211573313171,110.7,68.1,2.5952547069568657,0.9477893989335261,39.7,1.58,44.7,7.4,44.7,11.38,17.95083108685231,32.427908,53.688046,0.0
43,4.543294782270004,21.4,12.99069995332545,12.250094315624496,190061.0,119.86,0.4,1.9,0.61,26.178988764472773,108.7,16.2,3.1570004211501135,0.8064758658669485,76.5,0.71,43.0,2.0,30.8,12.82,17.139948162235395,33.223191,43.679291,8.79497643168877
44,5.332718793265369,43.2,12.615997792860426,12.757082940769225,320411.0,110.62,0.6,31.8,1.61,28.3247902990263,101.9,61.9,1.2809338454620647,2.274391358623264,22.8,3.98,49.6,24.3,59.1,9.89,17.568583950416446,41.87194,12.56738,9.463508636396089
